id,year,gender,season,usage,masterCategory,subCategory,articleType,baseColour,productDisplayName
10272,2012,Women,Fall,Casual,Footwear,Shoes,Heels,Grey,Clarks Women Soma Silk Graphite Leather Grey Heels
10273,2016,Men,Summer,Casual,Footwear,Sandal,Sandals,Black,Clarks Men Black Leather Closed Sandals
10274,2011,Men,Fall,Formal,Footwear,Shoes,Formal Shoes,Black,Clarks Men Dino Limit Leather Black Formal Shoes
10275,2013,Men,Summer,Formal,Footwear,Shoes,Formal Shoes,Black,Clarks Men Black Leather Derbys
10276,2011,Men,Fall,Formal,Footwear,Shoes,Formal Shoes,Black,Clarks Men Leather Black Formal Shoes
10277,2012,Men,Spring,Smart Casual,Footwear,Shoes,Formal Shoes,Black,Clarks Men Black Leather Semiformal Shoes
10278,2011,Men,Fall,Casual,Footwear,Shoes,Casual Shoes,Brown,Clarks Men Nature Easy Mahogany Leather Brown Casual Shoes
10279,2012,Men,Fall,Casual,Footwear,Shoes,Casual Shoes,Black,Clarks Men Nature Easy Leather Black Casual Shoes
10280,2012,Women,Fall,Casual,Footwear,Shoes,Flats,Black,Clarks Women Prize Club Leather Black Wedges
10281,2012,Men,Fall,Formal,Footwear,Shoes,Formal Shoes,Black,Clarks Men Hang Spring Leather Black Formal Shoes
10282,2013,Women,Winter,Casual,Footwear,Shoes,Flats,Black,Clarks Women Spice Pat Black Flats
10283,2012,Men,Fall,Casual,Footwear,Sandal,Sandals,Black,Clarks Men Unstructured Leather Black Sandals
10284,2012,Women,Fall,Casual,Footwear,Shoes,Flats,White,Clarks Women Leather White Flats
10285,2012,Men,Fall,Formal,Footwear,Shoes,Formal Shoes,Black,Clarks Men Goya Rates Leather Black Formal Shoes
10286,2012,Men,Fall,Formal,Footwear,Shoes,Formal Shoes,Black,Clarks Men Hang Tough Leather Black Formal Shoes
10287,2013,Women,Winter,Casual,Footwear,Shoes,Flats,Silver,Clarks Women Leather Silver Flats
10288,2013,Women,Winter,Casual,Footwear,Shoes,Flats,Brown,Clarks Women Shona Fringe Leather Brown Flats
10289,2012,Women,Fall,Casual,Footwear,Shoes,Heels,Black,Clarks Women Soma Silk Leather Black Heels
10290,2012,Women,Fall,Casual,Footwear,Shoes,Heels,Brown,Clarks Women Shavi Knot Leather Brown Heels
10292,2015,Women,Summer,Casual,Footwear,Shoes,Heels,Brown,Clarks Women Brown Leather Heels
10293,2012,Men,Spring,Casual,Footwear,Sandal,Sandals,Brown,Clarks Men Unstructured Leather Brown Sandals
10294,2012,Men,Fall,Formal,Footwear,Shoes,Formal Shoes,Brown,Clarks Men Feeling Good Leather Brown Formal Shoes
10295,2016,Men,Summer,Casual,Footwear,Shoes,Casual Shoes,Brown,Clarks Men Brown Leather Casual Shoes
10296,2016,Men,Summer,Casual,Footwear,Shoes,Casual Shoes,Navy Blue,Clarks Men Navy Blue Leather Casual Shoes
10297,2012,Men,Fall,Smart Casual,Footwear,Shoes,Casual Shoes,Black,Clarks Men Black Leather Loafers
10298,2012,Women,Spring,Casual,Footwear,Shoes,Heels,White,Clarks Women Soma Silk Leather White Heels
10299,2013,Women,Fall,Casual,Footwear,Shoes,Heels,Black,Clarks Women Black Leather Wedges
10300,2016,Men,Summer,Casual,Footwear,Sandal,Sandals,Brown,Clarks Men Brown Wild Vibe Leather Closed Sandals
10301,2011,Men,Fall,Casual,Footwear,Shoes,Casual Shoes,Brown,Clarks Brown Leather Casual Shoes
10302,2012,Men,Spring,Formal,Footwear,Shoes,Formal Shoes,Brown,Clarks Men Leather Brown Formal Shoes
10303,2016,Men,Summer,Casual,Footwear,Shoes,Sandals,Brown,Clarks Men Brown Leather Sandals
10304,2011,Men,Fall,Casual,Footwear,Sandal,Sandals,Black,Clarks Men Vieri Deck Leather Black Sandals
10305,2011,Men,Fall,Casual,Footwear,Shoes,Casual Shoes,Black,Clarks Men Rocco Fuse Brown Casual Shoes
10306,2011,Men,Fall,Casual,Footwear,Shoes,Casual Shoes,Grey,Clarks Men Rocco Fuse Leather Grey Casual Shoes
10307,2011,Women,Fall,Casual,Footwear,Shoes,Flats,Silver,Clarks Women Arizona Metallic Leather Silver Ballerinas
10308,2012,Men,Fall,Casual,Footwear,Shoes,Casual Shoes,Brown,Clarks Men Brown Leather Boat Shoes
10309,2013,Women,Winter,Casual,Footwear,Shoes,Flats,White,Clarks Women White Leather Flats
10312,2016,Women,Winter,Casual,Accessories,Watches,Watches,Silver,Esprit Women Spark Black White Silver Watches
10313,2016,Women,Winter,Casual,Accessories,Watches,Watches,Steel,Esprit Women Cool Chic White Steel Watches
10314,2016,Women,Winter,Casual,Accessories,Watches,Watches,Steel,Esprit Women E-Ffect Black With White Dial Steel Watch
10315,2016,Women,Winter,Casual,Accessories,Watches,Watches,Gold,Esprit Women Rough Chic Gold Watch
10316,2016,Men,Winter,Casual,Accessories,Watches,Watches,Steel,Esprit Men Pure Vitality Brown Steel Watches
10317,2016,Women,Winter,Casual,Accessories,Watches,Watches,Silver,Esprit Women Purple Silicon Silver Watches
10318,2016,Women,Winter,Casual,Accessories,Watches,Watches,Steel,Esprit Women Grace Two Tone Steel Watch
10319,2016,Women,Winter,Casual,Accessories,Watches,Watches,Steel,Esprit Women Cool Chic Brown Steel Watch
10320,2015,Women,Winter,Casual,Accessories,Bags,Handbags,White,Murcia Women Mary White Handbags
10321,2015,Women,Winter,Casual,Accessories,Bags,Handbags,Black,Murcia Women Tmk Black Handbags
10322,2015,Women,Winter,Casual,Accessories,Bags,Handbags,Black,Murcia Women Lambretta Black Green Handbags
10323,2015,Women,Winter,Casual,Accessories,Bags,Handbags,Black,Murcia Women Lambretta Green Black Handbags
10324,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,Puma Women Heather Usp Black Tshirts
10325,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Atlantis Black Watches
10326,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Strom Agitation Gents Black Watches
10327,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Slick Gents 3Hd Black Watches
10328,2016,Men,Winter,Sports,Accessories,Watches,Watches,Black,Puma Men Spin Gents Black Watches
10329,2016,Women,Winter,Casual,Accessories,Watches,Watches,White,Puma Women Pure Pliancy Gold White Watches
10330,2011,Men,Fall,Casual,Accessories,Belts,Belts,Black,Indigo Nation Men Alnoite Black Belts
10331,2011,Men,Fall,Casual,Accessories,Belts,Belts,Black,Indigo Nation Men Basalt Black Belts
10332,2011,Men,Fall,Casual,Accessories,Belts,Belts,Brown,Indigo Nation Men Cataclasite Brown Belts
10333,2011,Men,Fall,Casual,Accessories,Belts,Belts,Brown,Indigo Nation Men Chert Brown Belts
10334,2011,Men,Fall,Casual,Accessories,Belts,Belts,Black,Indigo Nation Men Diorite Black Belts
10335,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Pink,United Colors Of Benetton Women Striped Magenta Top
10336,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Stripes Black Tops
10338,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,White,United Colors Of Benetton Men Solid Polo White Tshirts
10339,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Black,United Colors Of Benetton Women Black Polo T-Shirt
10340,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Green,United Colors Of Benetton Women Green Polo T-Shirt
10341,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Pink,United Colors Of Benetton Men Printed Pink Tshirts
10342,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Printed Tunic Black Tops
10343,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Blue,United Colors Of Benetton Women Solid Blue Tshirts
10344,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Men Solid Purple Tshirts
10345,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Black,United Colors Of Benetton Men Graphic Printed Black Tshirts
10346,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Women Printed Purple Tshirts
10347,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Men Printed Purple Tshirts
10348,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Yellow,United Colors Of Benetton Women Printed Yellow T-Shirt
10350,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Women Applique Work Purple T-Shirt
10351,2011,Women,Fall,Casual,Apparel,Bottomwear,Skirts,Grey,United Colors Of Benetton Women Check Skirt Grey Skirts
10352,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,White,United Colors Of Benetton Men Solid White Shirts
10354,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Blue,United Colors Of Benetton Women Checks Blue Tops
10355,2011,Men,Fall,Formal,Apparel,Topwear,Shirts,Blue,United Colors Of Benetton Men Stripes Blue Shirts
10356,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,United Colors Of Benetton Men Solid Blue Shirts
10357,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Maroon,United Colors Of Benetton Men Maroon Polo Tshirt
10358,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,United Colors Of Benetton Men Solid Polo Blue Tshirts
10359,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,White,United Colors Of Benetton Men Printed White Tshirts
10360,2011,Women,Fall,Casual,Apparel,Dress,Dresses,Black,United Colors Of Benetton Women Black Dress
10361,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Men Graphic Printed Purple Tshirts
10362,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Women Purple Polo T-Shirt
10363,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Grey,United Colors Of Benetton Women Solid Grey Tops
10364,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Magenta,United Colors Of Benetton Men Solid Magenta T-Shirt
10365,2011,Women,Fall,Casual,Apparel,Dress,Dresses,Black,United Colors Of Benetton Women Short Black Dresses
10366,2011,Women,Fall,Casual,Apparel,Bottomwear,Skirts,Black,United Colors Of Benetton Women Solid Black Skirt
10367,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Purple,United Colors Of Benetton Men Checks Purple Shirts
10369,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,United Colors Of Benetton Men Checks Blue Shirts
10370,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,White,United Colors Of Benetton Women White T-Shirt
10371,2011,Men,Fall,Casual,Apparel,Topwear,Sweatshirts,Black,United Colors Of Benetton Men Printed Black Sweatshirt
10372,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Beige,United Colors Of Benetton Men Printed Beige Tshirts
10373,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Black,United Colors Of Benetton Men Solid Black Tshirts
10374,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Green,United Colors Of Benetton Women Solid Green T-Shirt
10376,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,United Colors Of Benetton Men Printed Blue Tshirts
10377,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,White,United Colors Of Benetton Men Printed White Tshirts
10378,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Black,United Colors Of Benetton Men Printed Black Tshirts
10379,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Red,United Colors Of Benetton Women Solid Red T-Shirt
10380,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Black,United Colors Of Benetton Men Solid Black Shirts
10381,2011,Men,Fall,Formal,Apparel,Topwear,Shirts,Blue,United Colors Of Benetton Men Solid Blue Shirts
10382,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Grey,United Colors Of Benetton Women Grey Top
10383,2016,Men,Winter,Casual,Accessories,Watches,Watches,White,Puma Men Star Dust 145 White Watches
10384,2016,Women,Winter,Casual,Accessories,Watches,Watches,Purple,Puma Women Fluctuation Stones 159 Blue Watch
10385,2016,Women,Winter,Casual,Accessories,Watches,Watches,White,Puma Women Vitality Stones 168 White Watches
10386,2016,Women,Winter,Casual,Accessories,Watches,Watches,White,Puma Women Vitality Gold Stones  169 White Watches
10387,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Indication  178 Black Watches
10388,2016,Women,Winter,Casual,Accessories,Watches,Watches,Pink,Puma Women Pliancy 199 Pink Watches
10389,2016,Women,Winter,Casual,Accessories,Watches,Watches,White,Puma Women Finesse 232 White Watches
10390,2016,Women,Winter,Casual,Accessories,Watches,Watches,White,Puma Women Finesse 233 White Watches
10391,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Drift 244 Black Watches
10392,2016,Women,Winter,Casual,Accessories,Watches,Watches,White,Puma Women Pure Pliancy 258 White Watches
10393,2016,Women,Winter,Casual,Accessories,Watches,Watches,Black,Puma Women Spark 351 Black Watches
10394,2016,Men,Winter,Sports,Accessories,Watches,Watches,Red,Puma Men Cardiac Red Watches
10395,2016,Men,Winter,Sports,Accessories,Watches,Watches,Red,Puma Men Cardiac Ii Red Watches
10396,2016,Men,Winter,Sports,Accessories,Watches,Watches,Black,Puma Men Atlantis All Black Watches
10397,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Slick Gents 3 Black Watches
10398,2016,Men,Winter,Sports,Accessories,Watches,Watches,Black,Puma Men Cardiac Ii Black Watches
10399,2016,Men,Winter,Casual,Accessories,Watches,Watches,Black,Puma Men Cardiac 209 Black Watches
10400,2016,Women,Winter,Casual,Accessories,Watches,Watches,Black,Puma Women Flux Shadow  266 Black Watches
10401,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Purple,Jealous 21 Women Uaine Purple Tops
10402,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Pink,Jealous 21 Women Una Pink Tops
10403,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Purple,Jealous 21 Women Uri Purple Tops
10404,2011,Women,Fall,Casual,Apparel,Topwear,Shirts,Black,Jealous 21 Women Ummi Black Shirt
10405,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Top Black Top
10406,2011,Women,Fall,Casual,Apparel,Dress,Dresses,Grey,United Colors Of Benetton Women Solid Grey Dresses
10407,2011,Men,Fall,Formal,Apparel,Topwear,Shirts,Grey,United Colors Of Benetton Men Solid Grey Shirts
10408,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Solid Black Tops
10409,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Green,United Colors Of Benetton Men Green Polo Tshirts
10410,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,White,United Colors Of Benetton Men Solid White Tshirts
10411,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Women Printed Purple T-Shirt
10412,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,United Colors Of Benetton Men Printed Grey Tshirts
10413,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,United Colors Of Benetton Men Printed Grey Tshirts
10414,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Purple,United Colors Of Benetton Women Solid Purple T-Shirt
10415,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Beige,United Colors Of Benetton Women Printed Beige Tops
10418,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Solid Black Tops
10421,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,United Colors Of Benetton Men Solid Blue Shirts
10423,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Grey,United Colors Of Benetton Men Checks Grey Shirts
10424,2011,Women,Fall,Casual,Apparel,Topwear,Tshirts,Red,United Colors Of Benetton Women Red Polo T-Shirt
10425,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Green,United Colors Of Benetton Men Checks Green Shirt
10426,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Black,United Colors Of Benetton Men Polo Black Tshirts
10427,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Red,United Colors Of Benetton Men Checks Red Shirts
10428,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Solid Black Tops
10429,2011,Women,Fall,Casual,Apparel,Topwear,Tops,Black,United Colors Of Benetton Women Solid Black Top
10430,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Blue Shirts
10431,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Grey,Flying Machine Men Ydc Grey Shirts
10432,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Blue Shirts
10433,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Black,Flying Machine Men Ydc Black Shirts
10434,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Blue Shirts
10435,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Red,Flying Machine Men Hs Red Shirts
10436,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Pink,Flying Machine Men Pink Polo Tshirts
10437,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Green,Flying Machine Men Hs Green Shirts
10438,2011,Men,Fall,Casual,Apparel,Bottomwear,Jeans,Blue,Flying Machine Men Midrise Blue Jeans
10439,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Brown,Flying Machine Men Walnut Brown Tshirts
10440,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Navy Blue,Flying Machine Men Ydc Green Shirts
10441,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Purple,Flying Machine Men Fs Purple Shirts
10442,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,Flying Machine Men Hs True Blue Tshirts
10443,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,Flying Machine Men Blue Polo Tshirts
10444,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Aqua Green Shirts
10445,2011,Men,Fall,Casual,Apparel,Bottomwear,Jeans,Blue,Flying Machine Men Midrise Blue Jeans
10446,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Red,Flying Machine Men Red Polo Tshirts
10447,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Yellow,Flying Machine Men Yellow Polo Tshirts
10448,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,Flying Machine Men Grey Polo Tshirts
10449,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Black,Flying Machine Men Black Polo Tshirts
10450,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,Flying Machine Men Blue Polo Tshirts
10451,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,Flying Machine Men Blue Polo Tshirts
10452,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,Flying Machine Men Hs Grey Tshirts
10453,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Yellow,Flying Machine Men Gloden Haze Yellow Tshirts
10454,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Yellow,Flying Machine Men Gloden Haze Yellow Tshirts
10455,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Pink,Flying Machine Men Mauvemist Purple Tshirts
10456,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,Flying Machine Men Grey Polo Tshirts
10457,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Pink,Flying Machine Men Pink Polo Tshirts
10458,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Green,Flying Machine Men Green Polo Tshirts
10459,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Pink,Flying Machine Men Fuschia Pink Tshirts
10460,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Green,Flying Machine Green Polo Tshirts
10461,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,White,Flying Machine Men White Polo Tshirts
10462,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,White,Flying Machine Men White Polo Tshirts
10463,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,Flying Machine Men Grey Polo Tshirts
10464,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Pink,Flying Machine Men Mauvemist Pink Tshirts
10465,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Purple,Flying Machine Men Paisley Purple Tshirts
10466,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,Flying Machine Men Grey Polo Tshirts
10467,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Navy Blue,Flying Machine Men Blue Polo Tshirts
10468,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Blue,Flying Machine Men Blue Polo Tshirts
10469,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Yellow,Flying Machine Men Yellow Polo Tshirts
10470,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Grey,Flying Machine Men Grey Tshirts
10471,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Red,Flying Machine Men Chrysanthemum Red Tshirts
10472,2011,Men,Fall,Casual,Apparel,Topwear,Tshirts,Purple,Flying Machine Men Hs Purple Tshirts
10473,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Grey,Flying Machine Men Fs Solid Grey Shirts
10474,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Black,Flying Machine Men Ydc Black Shirts
10475,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Brown,Flying Machine Men Fs Solid Brown Shirts
10476,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Pink,Flying Machine Men Ydc Pink Shirts
10477,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Blue Shirts
10478,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Maroon,Flying Machine Men Ydc Maroon Shirts
10479,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Red,Flying Machine Men Fs Red Shirts
10480,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Yellow,Flying Machine Men Ss Yellow Shirts
10481,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Blue Shirts
10482,2011,Men,Fall,Casual,Apparel,Topwear,Shirts,Blue,Flying Machine Men Ydc Blue Shirts
